LogID,LogEntryDate,LogEntryTime,LogEntrySeconds,LogNotes,Напряжение батареи ( В),Температура охлаждающей жидкости ( °С),Обороты  двигателя ( об/мин),Скорость автомобиля ( км/час),Угол опережения зажигания ( °ПКВ),Длительность импульса впрыска ( мс),Положение дроссельной заслонки ( %),Положение педали газа ( %),Относительное заполнение воздухом ( %),Желаемое значение коэффициента лямбда (-),Напряжение датчика кислорода 1 ( В),Период сигнала датчика кислорода 1 ( с),Напряжение датчика кислорода 2 ( В),Текущий коэффициент коррекции длительности впрыска топлива (-),Фактор высотной коррекции (-),Адаптированное отклонение расхода воздуха во впускном колекторе мимо дросселя ( кг),Мультипликативная составляющая коррекции смеси самообучением (-),I-часть регулирования по датчику кислорода 2 (-),Фактор старения нейтрализатора (-),Расход топлива ( л/час),Температура впускного воздуха ( °С),Коэффициент продувки адсорбера ( %),Концентрация топлива в адсорбере (-),Величина отскока УОЗ при детонации ( °ПКВ),Желаемые обороты холостого хода ( об/мин),Разница крутящего момента от адаптированного крутящего момента ( %),Нормальная утечка воздуха через дроссель (-),Потребность в моменте для регулирования ХХ: I-часть ( %),Потребность в моменте для регулирования ХХ: PD-часть ( %),Температура охлаждающей жидкости при пуске ( °С),Проверка нейтрализатора завершена (-),Проверка системы улавливания паров бензина завершена (-),Проверка первого датчика кислорода завершена (-),Проверка второго датчика кислорода завершена (-),Контроллер обучен (-),Контроллер заблокирован (-),Запуск с обходом возможен (-),Пароль обхода запрограммирован (-),Ошибка связи с иммобилизатором (-),Быстрый старт разрешен (-),Реле бензонасоса (-),Флаг нажатия педали тормоза 2 (-),Флаг нажатия педали сцепления (-),Запрос на включение кондиционера (-),Реле кондиционера включено (-),Флаг высокого давления в системе кондиционера (-),Реле вентилятора охлаждения 1 (-),Реле вентилятора охлаждения 2 (-),Холостой ход (-),Признак обогащения по мощности  (-),Продувка адсорбера активирована (-),Готовность датчика кислорода 1 (-),Флаг обратной связи по датчику кислорода 1 (-),Готовность датчика кислорода 2 (-),Обратная связь по датчику кислорода 2 (-),Признак разрешения адаптации топливоподачи (-),Отсечка топливоподачи (-),Контроль детонации активен (-),Динамический счетчик не равен нулю (-),Обнаружение пропусков зажигания приостановлено (-),Признак обнаружения неровной дороги (-),Флаг нажатия педали тормоза 1 (-),Регистрация активна (-),Лампа индикации неисправностей (-),Время работы (-),Контрольная сумма ПЗУ (-),АБС присутствует (-),ESP присутствует (-),АКПП присутствует (-),ЦБКЭ присутствует (-),Круиз-контроль присутствует (-),Датчик скорости автомобиля присутствует (-),Окончание обучения электронных устройств (-),Клапан управления длиной каналов системы впуска (-),Доп. реле стартера (-),Цикловое наполнение по датчику абсолютного давления во впускном коллекторе ( мг/ц),Измеренное давление во впускном коллекторе ( мБар),Параметр адаптации демпфера в диапазоне 1  ( °),Параметр адаптации демпфера в диапазоне 2 ( °),Параметр адаптации демпфера в диапазоне 3 ( °),Параметр адаптации демпфера в диапазоне 4 ( °),Счетчик пропусков воспламенения для цилиндра 1. влияющих на токсичность (-),Счетчик пропусков воспламенения для цилиндра 3. влияющих на токсичность (-),Счетчик пропусков воспламенения для цилиндра 4. влияющих на токсичность (-),Счетчик пропусков воспламенения для цилиндра 2. влияющих на токсичность (-),Суммарный счетчик пропусков воспламенения. влияющих на работу нейтрализатора (-),Запрет распознавания. обороты меньше минимальных (-),Запрет распознавания. обороты больше максимальных (-),Запрет распознавания. изменение нагрузки (-),Запрет распознавания. изменение динамики двигателя (-),Запрет распознавания. нагрузка меньше порога (-),Условия отключения топливоподачи (-),Распознавание пропусков воспламенения приостановлено (-),Обучение в диапазоне 1 завершено (-),Обучение в диапазоне 2 завершено (-),Обучение в диапазоне 3 завершено (-),Обучение в диапазоне 4 завершено (-),Счетчик пропусков в цилиндре 1 за текущую поездку (-),Счетчик пропусков в цилиндре 3 за текущую поездку (-),Счетчик пропусков в цилиндре 4 за текущую поездку (-),Счетчик пропусков в цилиндре 2 за текущую поездку (-),Относительный уровень регулировки по детонации в цилиндре 1 (В),Относительный уровень регулировки по детонации в цилиндре 3 (В),Относительный уровень регулировки по детонации в цилиндре 4 (В),Относительный уровень регулировки по детонации в цилиндре 2 (В),Отскок угла опережения зажигания при детонации для цилиндра 1 ( °),Отскок угла опережения зажигания при детонации для цилиндра 3 ( °),Отскок угла опережения зажигания при детонации для цилиндра 4 ( °),Отскок угла опережения зажигания при детонации для цилиндра 2 ( °),Базовый угол опережения зажигания ( °),Максимальная задержка УОЗ ( °),АЦП Бортовое напряжение (В),АЦП Датчик температуры охлаждающей жидкости (В),АЦП Датчик температуры воздуха во впускном коллекторе (В),АЦП Напряжение датчика абсолютного давления во впускном коллекторе (В),АЦП Датчик положения дроссельной заслонки 1 (В),АЦП Датчик положения дроссельной заслонки 2 (В),АЦП Датчик положения педали газа 1 (В),АЦП Датчик положения педали газа 2 (В),АЦП Датчик кислорода 1 (В),АЦП Сопротивление датчика кислорода 1 (Ом),АЦП Датчик кислорода 2 (В),АЦП Сопротивление датчика кислорода 2 (Ом),АЦП Датчик детонации (В),АЦП Напряжение средней точки вентиляторов охлаждения (В),DFM Сигнал с генератора (-),Сигнал LT генератора (-),Сигнал с датчика давления масла (-),Круиз-конторль/ограничитель скорости разрешен (-),Круиз-конторль/ограничитель скорости активен (-),Круиз-конторль/ограничитель скорости вход 1 (-),Круиз-конторль/ограничитель скорости вход 2 (-),температура генератора ( °C),обороты генератора ( об/мин),
1091,,,504,825,,14.00,75.00,815,0.0,1.500,4.250,4.74,0.000,28.08,1.00,0.81,-0.76,0.78,1.073,1.02,-1.32,1.028,0.00,0.90,1.137,22.5,19.196,0.694,0.000,900,6.79,4.3,1.55,0.45,44.3,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,173.56,559.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,,,505,205,,14.10,75.00,889,0.0,-2.250,3.757,3.44,0.000,26.02,1.00,0.93,-0.76,0.90,1.054,1.02,-1.32,1.020,0.00,0.90,1.709,22.5,18.509,0.694,0.000,900,6.79,4.3,1.41,0.00,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,159.31,508.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,,,505,611,,14.10,75.00,907,0.0,-1.500,5.050,8.57,13.147,30.38,1.00,0.97,-0.76,0.93,1.039,1.02,-1.32,1.037,0.00,0.90,1.709,22.5,19.547,0.694,0.000,1100,6.79,4.3,1.38,0.55,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,202.81,627.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,,,505,994,,14.10,75.00,1289,0.0,-1.500,8.883,15.75,14.452,54.77,1.00,1.00,-0.76,0.95,1.009,1.02,-1.32,1.119,0.00,0.90,4.590,22.5,31.296,0.694,0.000,1500,6.79,4.3,1.38,0.00,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,328.88,838.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,,,506,392,,14.10,75.75,1950,0.0,6.750,5.082,9.18,6.007,36.09,1.00,0.95,-0.76,0.85,0.967,1.02,-1.32,1.126,0.00,0.90,4.590,22.5,21.965,0.694,0.000,1500,6.54,4.3,1.33,-1.97,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,206.94,546.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,,,506,825,,14.00,75.75,1632,3.8,12.000,3.821,7.96,6.007,28.66,1.00,0.56,-0.76,0.19,0.934,1.02,-1.32,1.077,0.00,0.90,4.590,21.8,22.652,0.694,0.000,1500,6.79,4.3,1.38,-0.15,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,177.88,500.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,,,507,232,,13.20,75.75,1090,6.3,4.500,7.309,15.14,4.460,46.55,1.00,0.22,-0.76,0.21,0.988,1.02,-1.32,1.051,0.00,0.90,2.511,21.8,29.221,0.694,0.000,1500,6.78,4.3,1.38,5.51,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,278.25,794.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,,,507,645,,13.30,75.75,1046,7.5,-21.000,8.160,7.10,0.000,56.77,1.00,0.93,-0.76,0.92,0.965,1.02,-1.32,1.067,0.00,0.90,2.511,21.8,64.820,0.694,0.000,1300,6.78,4.3,1.45,1.26,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,355.50,925.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,,,508,055,,14.00,75.75,1322,7.5,-6.750,3.616,4.54,0.000,30.33,1.00,0.97,-0.76,0.91,0.934,1.02,-1.32,1.062,0.00,0.90,2.492,21.0,18.509,0.694,0.000,900,6.78,4.3,2.50,-1.56,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,185.13,520.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,,,508,430,,14.10,75.75,1274,6.3,4.500,2.483,4.66,0.000,21.63,1.00,0.22,-0.76,0.18,0.917,1.02,-1.32,1.044,0.00,0.90,0.194,-42.0,67.189,0.672,88.500,2540,99.59,1766.7,4.29,-49.63,113.3,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,,,508,823,,14.10,75.75,1129,6.3,5.250,2.880,4.61,0.000,21.80,1.00,0.18,-0.76,0.16,0.960,1.02,-1.32,1.038,0.00,0.90,2.492,21.0,17.472,0.694,0.000,900,6.77,4.3,1.39,-0.46,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,135.13,447.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,,,509,213,,14.00,75.75,1006,6.3,6.750,3.213,4.13,0.000,23.98,1.00,0.20,-0.76,0.17,0.978,1.02,-1.32,1.019,0.00,0.90,1.303,21.0,16.777,0.694,0.000,900,6.77,4.3,1.29,-0.08,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,147.38,475.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,,,509,612,,13.90,75.75,948,6.3,9.000,3.277,3.76,0.000,24.05,1.00,0.20,-0.76,0.18,0.992,1.02,-1.32,1.018,0.00,0.90,1.303,21.0,16.434,0.694,0.000,900,6.77,4.3,1.37,0.00,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,146.94,476.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,,,510,005,,14.00,75.75,929,5.0,6.750,3.258,3.08,0.000,23.58,1.00,0.23,-0.76,0.22,1.009,1.02,-1.32,1.022,0.00,0.90,1.318,21.0,16.091,0.694,0.000,900,6.77,4.3,1.42,0.00,44.3,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,141.00,462.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,,,510,383,,14.00,75.75,915,2.5,7.500,3.117,3.08,0.000,22.99,1.00,0.87,-0.76,0.85,0.983,1.02,-1.32,1.026,0.00,0.90,1.318,21.0,15.396,0.694,0.000,900,6.77,4.3,1.44,0.00,44.3,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,139.75,461.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,,,510,781,,14.10,75.75,900,2.5,9.000,2.970,3.08,0.000,22.29,1.00,0.91,-0.76,0.85,0.968,1.02,-1.32,1.032,0.00,0.90,1.318,21.0,14.702,0.694,0.000,900,6.77,4.3,1.16,-49.63,113.3,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4826.0,4A,0,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,,,511,165,,13.90,75.75,892,2.5,10.500,3.021,3.08,0.000,22.78,1.00,0.87,-0.76,0.73,0.951,1.02,-1.32,1.028,0.00,0.90,1.064,21.0,14.359,0.694,0.000,900,6.77,4.3,1.55,0.00,44.3,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,142.94,468.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,,,511,561,,14.10,75.75,884,1.3,7.500,5.414,10.45,17.452,32.86,1.00,0.22,-0.76,0.20,0.977,1.02,-1.32,1.047,0.00,0.90,1.064,21.0,15.396,0.694,0.000,1200,6.77,4.3,1.57,1.68,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,205.56,645.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,,,511,955,,14.10,75.75,1175,0.0,-6.000,11.008,23.29,11.772,67.59,1.00,0.94,-0.76,0.93,0.954,1.02,-1.32,1.083,0.00,0.90,4.790,21.8,55.146,0.694,0.000,1500,6.78,4.3,1.57,2.31,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,427.81,974.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,,,512,345,,14.00,75.75,1584,1.3,-10.500,5.107,8.37,0.000,40.45,1.00,0.99,-0.76,0.94,0.916,1.02,-1.32,1.103,0.00,0.90,4.790,21.8,18.509,0.694,0.000,1200,6.73,4.3,1.15,-1.86,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,231.69,661.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,,,512,724,,13.80,75.75,1654,1.3,1.500,2.291,1340.63,13.007,176.77,1.45,0.13,-1.38,1.00,0.007,0.13,-7.75,0.336,0.01,0.45,0.194,-42.0,67.189,0.672,-40.500,0,0.38,1766.7,5.85,-18.38,113.3,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9347.5,58,0,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,,,513,098,,13.60,75.75,1346,0.0,17.250,1.728,2.91,0.000,14.02,1.00,0.19,-0.76,0.16,0.945,1.02,-1.32,1.076,0.00,0.90,1.056,21.0,17.815,0.694,0.000,900,6.78,4.3,0.62,-1.52,44.3,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,5155.8,0C,1,1,0,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,,,513,495,,12.90,75.75,1144,0.0,32.250,2.374,3.76,0.000,17.11,1.00,0.17,-0.76,0.16,0.955,1.02,-1.32,1.054,0.00,0.90,1.056,21.0,17.472,0.694,0.000,900,6.77,4.3,0.91,-0.34,44.3,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,110.06,391.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,,,513,896,,12.80,75.75,1031,0.0,14.250,3.283,7.96,8.194,22.52,1.00,0.18,-0.76,0.16,0.969,1.02,-1.32,1.030,0.00,0.90,1.056,21.0,17.472,0.694,0.000,1000,6.77,4.3,1.26,0.00,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,157.63,497.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,,,514,286,,13.20,75.75,1082,0.0,1.500,6.554,10.74,8.194,40.45,1.00,0.43,-0.76,0.43,0.993,1.02,-1.32,1.065,0.00,0.90,1.456,21.0,21.271,0.694,-75.000,10,-55.09,1766.7,4.28,-48.07,113.3,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,562.3,0D,0,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,,,514,683,,13.80,75.75,1446,1.3,0.750,5.152,8.25,5.031,37.90,1.00,0.95,-0.76,0.91,0.937,1.02,-1.32,1.085,0.00,0.90,1.456,21.0,20.928,0.694,0.000,1500,6.77,4.3,1.26,0.00,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,225.25,613.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,,,515,072,,13.80,75.75,1592,2.5,7.500,3.866,7.59,4.703,30.19,1.00,0.86,-0.76,0.71,0.905,1.02,-1.32,1.090,0.00,0.90,3.130,21.0,20.928,0.694,0.000,1500,6.77,4.3,1.26,-0.53,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,181.00,505.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,,,515,467,,13.80,75.75,1559,3.8,12.000,3.584,346.88,16.522,230.79,1.45,0.13,-1.38,0.95,0.007,0.08,-8.16,0.446,0.01,0.45,0.323,-42.0,67.189,0.672,-75.000,2550,-33.22,1766.7,4.28,-49.63,113.3,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5380.8,BB,0,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,,,515,882,,13.80,76.50,1503,3.8,12.000,3.590,7.06,4.546,27.05,1.00,0.21,-0.76,0.19,0.958,1.02,-1.32,1.078,0.00,0.90,3.130,21.0,23.690,0.694,0.000,1500,6.77,4.3,1.26,0.00,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,166.81,473.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,,,516,274,,13.80,76.50,1456,3.8,11.250,3.917,7.40,4.546,28.50,1.00,0.21,-0.76,0.20,0.983,1.02,-1.32,1.072,0.00,0.90,2.288,21.0,25.071,0.694,0.000,1500,6.77,4.3,1.26,0.25,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,176.00,495.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,,,516,692,,13.80,76.50,1481,5.0,10.500,4.038,7.15,3.241,29.30,1.00,0.73,-0.76,0.78,0.982,1.02,-1.32,1.080,0.00,0.90,2.288,21.0,26.459,0.694,0.000,1440,6.77,4.3,1.26,0.00,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,173.63,489.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,,,517,084,,13.80,76.50,1392,5.0,13.500,3.085,6.62,3.078,24.68,1.00,0.35,-0.76,0.21,0.960,1.02,-1.32,1.054,0.00,0.90,2.010,21.0,28.527,0.694,0.000,1430,6.77,4.3,1.26,0.42,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,155.38,473.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,,,517,496,,13.80,76.50,1247,5.0,9.750,4.435,7.52,0.000,31.55,1.00,0.20,-0.76,0.18,1.009,1.02,-1.32,1.045,0.00,0.90,2.010,21.0,30.602,0.694,0.000,1330,6.77,4.3,1.26,0.76,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,187.69,560.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,,,517,884,,13.80,76.50,1323,5.0,0.750,3.091,4.37,0.000,23.98,1.00,0.22,-0.76,0.20,1.033,1.02,-1.32,1.054,0.00,0.90,2.010,21.0,29.221,0.694,0.000,930,6.77,4.3,1.71,-1.12,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,140.25,431.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,,,518,313,,13.30,76.50,1205,3.8,9.000,2.554,3.93,0.000,19.08,1.00,0.20,-0.76,0.17,1.052,1.02,-1.32,1.052,0.00,0.90,1.761,21.0,28.878,0.694,0.000,900,6.77,4.3,1.66,-0.82,44.3,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,117.75,407.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,,,518,741,,13.00,76.50,1072,2.5,8.250,2.899,3.88,0.000,20.60,1.00,0.19,-0.76,0.17,1.067,1.02,-1.32,1.045,0.00,0.90,1.761,21.0,28.183,0.694,0.000,900,6.77,4.3,1.70,-0.29,44.3,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,129.50,435.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,,,519,133,,13.30,76.50,976,1.3,8.250,3.251,3.88,0.000,22.55,1.00,0.21,-0.76,0.19,1.088,1.02,-1.32,1.030,0.00,0.90,1.290,21.0,27.489,0.694,0.000,900,6.77,4.3,1.82,-0.06,44.3,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,139.44,458.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,,,519,542,,13.90,76.50,945,1.3,3.000,3.277,3.44,0.000,22.71,1.00,0.64,-0.76,0.78,1.105,1.02,-1.32,1.028,0.00,0.90,1.290,21.0,27.146,0.694,0.000,900,6.77,4.3,1.86,-0.01,44.3,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,5155.8,0C,1,1,0,1,1,0,1,0,0,139.69,459.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
