LogID,LogEntrySeconds,LogNotes,Напряжение батареи ( В),Температура охлаждающей жидкости ( °С),Обороты  двигателя ( об/мин),Скорость автомобиля ( км/час),Угол опережения зажигания ( °ПКВ),Длительность импульса впрыска ( мс),Положение дроссельной заслонки ( %),Положение педали газа ( %),Относительное заполнение воздухом ( %),Желаемое значение коэффициента лямбда (-),Напряжение датчика кислорода 1 ( В),Период сигнала датчика кислорода 1 ( с),Напряжение датчика кислорода 2 ( В),Текущий коэффициент коррекции длительности впрыска топлива (-),Фактор высотной коррекции (-),Адаптированное отклонение расхода воздуха во впускном колекторе мимо дросселя ( кг),Мультипликативная составляющая коррекции смеси самообучением (-),I-часть регулирования по датчику кислорода 2 (-),Фактор старения нейтрализатора (-),Расход топлива ( л/час),Температура впускного воздуха ( °С),Коэффициент продувки адсорбера ( %),Концентрация топлива в адсорбере (-),Величина отскока УОЗ при детонации ( °ПКВ),Желаемые обороты холостого хода ( об/мин),Разница крутящего момента от адаптированного крутящего момента ( %),Нормальная утечка воздуха через дроссель (-),Потребность в моменте для регулирования ХХ: I-часть ( %),Потребность в моменте для регулирования ХХ: PD-часть ( %),Температура охлаждающей жидкости при пуске ( °С),Проверка нейтрализатора завершена (-),Проверка системы улавливания паров бензина завершена (-),Проверка первого датчика кислорода завершена (-),Проверка второго датчика кислорода завершена (-),Контроллер обучен (-),Контроллер заблокирован (-),Запуск с обходом возможен (-),Пароль обхода запрограммирован (-),Ошибка связи с иммобилизатором (-),Быстрый старт разрешен (-),Реле бензонасоса (-),Флаг нажатия педали тормоза 2 (-),Флаг нажатия педали сцепления (-),Запрос на включение кондиционера (-),Реле кондиционера включено (-),Флаг высокого давления в системе кондиционера (-),Реле вентилятора охлаждения 1 (-),Реле вентилятора охлаждения 2 (-),Холостой ход (-),Признак обогащения по мощности  (-),Продувка адсорбера активирована (-),Готовность датчика кислорода 1 (-),Флаг обратной связи по датчику кислорода 1 (-),Готовность датчика кислорода 2 (-),Обратная связь по датчику кислорода 2 (-),Признак разрешения адаптации топливоподачи (-),Отсечка топливоподачи (-),Контроль детонации активен (-),Динамический счетчик не равен нулю (-),Обнаружение пропусков зажигания приостановлено (-),Признак обнаружения неровной дороги (-),Флаг нажатия педали тормоза 1 (-),Регистрация активна (-),Лампа индикации неисправностей (-),Время работы (-),Контрольная сумма ПЗУ (-),АБС присутствует (-),ESP присутствует (-),АКПП присутствует (-),ЦБКЭ присутствует (-),Круиз-контроль присутствует (-),Датчик скорости автомобиля присутствует (-),Окончание обучения электронных устройств (-),Клапан управления длиной каналов системы впуска (-),Доп. реле стартера (-),Цикловое наполнение по датчику абсолютного давления во впускном коллекторе ( мг/ц),Измеренное давление во впускном коллекторе ( мБар),Параметр адаптации демпфера в диапазоне 1  ( °),Параметр адаптации демпфера в диапазоне 2 ( °),Параметр адаптации демпфера в диапазоне 3 ( °),Параметр адаптации демпфера в диапазоне 4 ( °),Счетчик пропусков воспламенения для цилиндра 1. влияющих на токсичность (-),Счетчик пропусков воспламенения для цилиндра 3. влияющих на токсичность (-),Счетчик пропусков воспламенения для цилиндра 4. влияющих на токсичность (-),Счетчик пропусков воспламенения для цилиндра 2. влияющих на токсичность (-),Суммарный счетчик пропусков воспламенения. влияющих на работу нейтрализатора (-),Запрет распознавания. обороты меньше минимальных (-),Запрет распознавания. обороты больше максимальных (-),Запрет распознавания. изменение нагрузки (-),Запрет распознавания. изменение динамики двигателя (-),Запрет распознавания. нагрузка меньше порога (-),Условия отключения топливоподачи (-),Распознавание пропусков воспламенения приостановлено (-),Обучение в диапазоне 1 завершено (-),Обучение в диапазоне 2 завершено (-),Обучение в диапазоне 3 завершено (-),Обучение в диапазоне 4 завершено (-),Счетчик пропусков в цилиндре 1 за текущую поездку (-),Счетчик пропусков в цилиндре 3 за текущую поездку (-),Счетчик пропусков в цилиндре 4 за текущую поездку (-),Счетчик пропусков в цилиндре 2 за текущую поездку (-),Относительный уровень регулировки по детонации в цилиндре 1 (В),Относительный уровень регулировки по детонации в цилиндре 3 (В),Относительный уровень регулировки по детонации в цилиндре 4 (В),Относительный уровень регулировки по детонации в цилиндре 2 (В),Отскок угла опережения зажигания при детонации для цилиндра 1 ( °),Отскок угла опережения зажигания при детонации для цилиндра 3 ( °),Отскок угла опережения зажигания при детонации для цилиндра 4 ( °),Отскок угла опережения зажигания при детонации для цилиндра 2 ( °),Базовый угол опережения зажигания ( °),Максимальная задержка УОЗ ( °),АЦП Бортовое напряжение (В),АЦП Датчик температуры охлаждающей жидкости (В),АЦП Датчик температуры воздуха во впускном коллекторе (В),АЦП Напряжение датчика абсолютного давления во впускном коллекторе (В),АЦП Датчик положения дроссельной заслонки 1 (В),АЦП Датчик положения дроссельной заслонки 2 (В),АЦП Датчик положения педали газа 1 (В),АЦП Датчик положения педали газа 2 (В),АЦП Датчик кислорода 1 (В),АЦП Сопротивление датчика кислорода 1 (Ом),АЦП Датчик кислорода 2 (В),АЦП Сопротивление датчика кислорода 2 (Ом),АЦП Датчик детонации (В),АЦП Напряжение средней точки вентиляторов охлаждения (В),DFM Сигнал с генератора (-),Сигнал LT генератора (-),Сигнал с датчика давления масла (-),Круиз-конторль/ограничитель скорости разрешен (-),Круиз-конторль/ограничитель скорости активен (-),Круиз-конторль/ограничитель скорости вход 1 (-),Круиз-конторль/ограничитель скорости вход 2 (-),температура генератора ( °C),обороты генератора ( об/мин)
1725,790,499,14.10,78.75,1868,13.8,27.750,2.541,5.57,0.000,17.25,1.00,0.82,-0.76,0.88,1.062,1.02,-1.33,1.095,0.00,0.90,2.419,22.5,32.334,0.673,0.000,900,7.16,4.6,0.55,-3.76,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,103.00,318.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,790,887,14.10,78.75,1887,13.8,34.500,2.330,5.35,0.000,15.26,1.00,0.21,-0.76,0.81,1.088,1.02,-1.33,1.096,0.00,0.90,1.877,22.5,30.259,0.673,0.000,900,7.15,4.6,0.55,-3.80,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,94.06,291.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,791,278,14.10,78.75,1893,13.8,35.250,2.208,5.03,0.000,14.58,1.00,0.87,-0.76,0.87,1.063,1.02,-1.33,1.101,0.00,0.90,1.877,22.5,27.840,0.673,0.000,900,7.15,4.6,0.55,-3.80,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,87.38,279.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,791,677,14.10,78.75,1857,13.8,36.000,1.984,4.74,0.000,13.15,1.00,0.28,-0.76,0.87,1.045,1.02,-1.33,1.110,0.00,0.90,1.877,22.5,25.422,0.673,0.000,900,7.17,4.6,0.56,-3.70,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,81.13,271.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,792,67,14.10,78.75,1849,13.8,36.750,1.843,4.05,0.000,11.65,1.00,0.20,-0.76,0.21,1.085,1.02,-1.33,1.116,0.00,0.90,1.318,22.5,24.033,0.673,0.000,900,7.17,4.6,0.56,-3.70,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,71.00,246.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,792,457,14.10,78.75,1754,12.5,15.000,1.901,3.93,0.000,11.39,1.00,0.17,-0.76,0.19,1.104,1.02,-1.33,1.115,0.00,0.90,1.318,22.5,23.690,0.673,0.000,900,7.24,4.6,0.56,-3.42,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,70.56,255.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,792,841,14.10,78.75,1629,12.5,-1.500,2.150,3.88,0.000,12.82,1.00,0.19,-0.76,0.20,1.123,1.02,-1.33,1.109,0.00,0.90,1.174,22.5,23.346,0.673,0.000,900,7.35,4.6,0.57,-2.99,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,79.56,274.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,793,231,14.10,78.75,1575,11.3,-1.500,2.259,3.76,0.000,13.41,1.00,0.22,-0.76,0.25,1.138,1.02,-1.33,1.104,0.00,0.90,1.174,22.5,22.652,0.673,0.000,900,7.35,4.6,0.57,-2.82,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,83.88,281.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,793,621,14.10,78.75,1446,10.0,-8.250,2.253,3.69,0.319,14.11,1.00,0.93,-0.76,0.96,1.098,1.02,-1.33,1.091,0.00,0.90,1.174,22.5,22.309,0.673,0.000,900,7.35,4.6,0.57,-2.30,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,86.38,292.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,794,59,14.10,78.75,1303,8.8,-15.000,2.464,3.56,2.351,14.53,1.00,0.21,-0.76,0.71,1.000,1.02,-1.33,1.079,0.00,0.90,1.118,23.3,8.995,0.673,0.000,900,7.35,4.6,0.57,-1.53,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,89.94,326.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,794,470,14.10,78.75,1176,7.5,12.000,2.598,4.54,3.569,16.22,0.97,0.88,-0.76,0.78,0.976,1.02,-1.33,1.068,0.00,0.90,1.118,23.3,9.178,0.673,0.000,900,7.36,4.6,0.57,-1.18,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,97.81,358.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,794,878,14.10,79.50,1138,7.5,18.000,3.059,4.79,5.031,19.38,0.96,0.89,-0.76,0.94,0.963,1.02,-1.33,1.051,0.00,0.90,1.408,23.3,9.865,0.673,0.000,900,7.36,4.6,0.57,-1.04,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,118.00,408.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,795,280,14.10,79.50,1163,7.5,30.000,3.181,6.08,5.194,21.70,0.96,0.89,-0.76,0.95,0.944,1.02,-1.33,1.043,0.00,0.90,1.408,23.3,10.559,0.673,0.000,900,7.36,4.6,0.57,-1.21,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,135.00,448.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,795,677,14.10,79.50,1211,8.8,9.000,3.693,5.93,5.194,26.06,0.98,0.25,-0.76,0.73,0.931,1.02,-1.33,1.042,0.00,0.90,1.408,23.3,11.246,0.673,0.000,900,7.36,4.6,0.57,-1.37,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,160.06,494.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,796,60,14.10,79.50,1260,8.8,8.250,3.558,5.64,5.194,26.13,0.98,0.85,-0.76,0.84,0.933,1.02,-1.33,1.044,0.00,0.90,2.053,23.3,11.597,0.673,0.000,900,7.36,4.6,0.57,-1.50,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,158.94,485.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,796,470,14.10,79.50,1307,10.0,12.000,3.264,5.59,5.194,24.63,0.99,0.82,-0.76,0.88,0.910,1.02,-1.33,1.050,0.00,0.90,2.053,23.3,12.284,0.673,0.000,900,7.36,4.6,0.57,-1.64,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,151.38,458.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,796,861,14.10,79.50,1358,10.0,15.000,3.213,5.59,5.194,23.70,1.00,0.21,-0.76,0.24,0.937,1.02,-1.33,1.058,0.00,0.90,1.918,23.3,13.321,0.673,0.000,900,7.36,4.6,0.57,-1.92,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,144.69,432.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,797,258,14.10,79.50,1417,10.0,20.250,3.072,5.71,5.194,22.55,1.00,0.79,-0.76,0.72,0.929,1.02,-1.33,1.068,0.00,0.90,1.918,23.3,14.015,0.673,0.000,900,7.36,4.6,0.57,-2.25,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,138.13,410.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,797,650,14.10,79.50,1481,11.3,17.250,3.123,6.37,5.194,22.88,1.00,0.22,-0.76,0.82,0.911,1.02,-1.33,1.078,0.00,0.90,1.918,23.3,14.702,0.673,0.000,900,7.36,4.6,0.57,-2.58,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,140.50,414.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,798,40,14.10,79.50,1538,11.3,14.250,3.366,6.62,5.194,23.70,1.00,0.21,-0.76,0.22,0.954,1.02,-1.33,1.086,0.00,0.90,1.937,23.3,15.396,0.673,0.000,900,7.36,4.6,0.57,-2.64,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,146.63,427.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,798,458,14.10,79.50,1596,11.3,12.000,3.386,6.79,5.194,24.54,1.00,0.83,-0.76,0.85,0.923,1.02,-1.33,1.089,0.00,0.90,1.937,23.3,16.777,0.673,0.000,900,7.35,4.6,0.57,-2.64,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,150.38,435.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,798,860,14.10,79.50,1632,11.3,12.000,3.213,6.79,5.194,23.93,1.00,0.84,-0.76,0.89,0.902,1.02,-1.33,1.095,0.00,0.90,2.348,23.3,17.472,0.673,0.000,900,7.32,4.6,0.56,-2.63,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,144.25,426.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,799,247,14.10,79.50,1695,12.5,15.000,3.149,7.23,5.194,22.99,1.00,0.21,-0.76,0.22,0.929,1.02,-1.33,1.100,0.00,0.90,2.348,22.5,18.853,0.673,0.000,900,7.27,4.6,0.56,-2.61,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,141.25,422.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,799,641,14.10,79.50,1689,12.5,12.000,3.341,284.38,16.132,248.84,1.45,0.04,-1.40,0.97,0.007,0.06,7.00,0.391,0.01,0.07,0.194,-41.3,32.422,0.719,-54.000,2520,-69.22,1766.7,1.16,-49.63,115.5,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7769.7,59,0,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,800,49,14.10,79.50,1737,12.5,13.500,3.386,7.52,5.194,23.58,1.00,0.19,-0.76,0.21,0.976,1.02,-1.33,1.103,0.00,0.90,2.419,22.5,20.928,0.673,0.000,900,7.25,4.6,0.56,-2.60,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,139.94,422.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,800,437,14.10,80.25,1799,13.8,17.250,3.347,7.96,5.031,22.76,1.00,0.20,-0.76,0.22,1.005,1.02,-1.33,1.106,0.00,0.90,2.419,22.5,22.309,0.673,0.000,900,7.21,4.6,0.56,-2.59,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,141.69,421.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,800,827,14.10,80.25,1895,13.8,32.250,3.168,7.47,3.890,21.80,1.00,0.85,-0.76,0.57,1.001,1.02,-1.33,1.115,0.00,0.90,2.817,22.5,23.690,0.673,0.000,900,7.14,4.6,0.55,-2.56,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,132.25,385.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,801,227,14.10,80.25,1986,13.8,33.000,3.078,7.15,3.569,21.77,1.00,0.85,-0.76,0.87,0.973,1.02,-1.33,1.121,0.00,0.90,2.817,22.5,25.422,0.673,0.000,900,7.07,4.6,0.55,-2.54,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,131.00,358.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,801,622,14.10,80.25,2049,15.0,33.000,2.982,7.10,3.569,21.56,1.00,0.88,-0.76,0.94,0.941,1.02,-1.33,1.124,0.00,0.90,2.817,22.5,26.802,0.673,0.000,900,7.03,4.6,0.54,-2.52,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,130.88,350.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,802,27,14.10,80.25,2099,15.0,33.000,2.790,6.86,3.406,20.84,1.00,0.90,-0.76,0.96,0.910,1.02,-1.33,1.123,0.00,0.90,2.511,22.5,28.878,0.673,0.000,900,7.00,4.6,0.54,-2.51,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,126.50,337.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,802,408,14.10,80.25,2138,16.3,33.750,2.522,6.08,1.210,19.45,1.00,0.91,-0.76,0.97,0.880,1.02,-1.33,1.121,0.00,0.90,2.511,22.5,30.602,0.673,0.000,900,6.97,4.6,0.54,-2.50,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,116.00,316.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,802,789,14.10,80.25,2145,16.3,34.500,2.112,5.35,0.967,16.73,1.00,0.86,-0.76,0.95,0.850,1.02,-1.33,1.113,0.00,0.90,1.894,22.5,33.021,0.673,0.000,900,6.97,4.6,0.54,-4.34,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,101.19,280.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,803,213,14.10,80.25,2084,15.0,26.250,1.888,4.86,1.132,15.42,1.00,0.81,-0.76,0.92,0.824,1.02,-1.33,1.108,0.00,0.90,1.894,22.5,31.640,0.673,0.000,900,7.02,4.6,0.54,-4.27,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,92.81,261.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,803,607,14.10,80.25,2066,15.0,36.000,1.907,4.91,2.109,14.81,1.00,0.17,-0.76,0.18,0.854,1.02,-1.33,1.112,0.00,0.90,1.894,22.5,32.677,0.673,0.000,900,7.02,4.6,0.54,-2.52,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,91.63,257.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,806,54,14.10,80.25,1791,13.8,12.000,2.054,5.10,0.000,15.05,1.00,0.16,-0.76,0.27,0.962,0.06,2.90,0.598,0.01,0.07,101.263,59.3,39.559,0.047,93.750,2000,94.42,313.0,-78.91,4.46,-33.8,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,806,467,14.10,81.00,1870,13.8,36.000,1.875,5.10,0.000,13.22,1.00,0.21,-0.76,0.20,1.007,1.02,-1.33,1.108,0.00,0.90,2.262,22.5,27.840,0.673,0.000,900,7.20,4.6,0.56,-3.66,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,81.63,283.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,806,862,14.10,81.00,1843,12.5,26.250,2.093,4.79,0.000,14.18,1.00,0.18,-0.76,0.20,1.027,1.02,-1.33,1.103,0.00,0.90,1.447,22.5,27.146,0.673,0.000,900,7.16,4.6,0.38,-43.38,115.5,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4226.8,3F,0,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,807,281,14.10,81.00,1704,12.5,24.000,2.029,3.93,0.000,12.98,1.00,0.18,-0.76,0.21,1.048,1.02,-1.33,1.108,0.00,0.90,1.447,22.5,23.003,0.673,0.000,900,7.30,4.6,0.56,-3.17,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,79.88,276.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,807,691,14.10,81.00,1736,12.5,36.000,1.971,4.86,2.023,12.33,1.00,0.73,-0.76,0.22,1.041,1.02,-1.33,1.114,0.00,0.90,1.447,22.5,27.146,0.673,0.000,900,7.25,4.6,0.56,-2.60,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,5156.3,0C,1,1,0,1,1,0,1,0,0,78.13,273.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
